day,units sold
48.24,107.10457185655063
40.87,90.56878269537046
26.37,55.776088401056604
13.540000000000001,28.3122696988207
25.45,53.665125355886715
44.980000000000004,107.29427584963507
34.29,77.10336628016032
42.75,99.26074112090218
46.77,102.81439693125868
21.43,52.05403409283196
39.92,87.0374552596946
12.46,23.691702137681375
35.910000000000004,84.76881546495757
34.95,81.80368301333701
23.0,58.41654584473169
49.06,114.3291167276729
36.910000000000004,89.03285346755075
1.94,9.262444966143459
9.14,24.92111820943275
48.300000000000004,108.0720296325839
9.21,24.99722497845404
24.02,57.14303308114615
23.09,56.67633542505947
25.79,55.151240041339356
47.31,104.10316229152247
40.89,87.89344031782501
27.23,60.40595003338552
0.76,4.893114940082666
48.99,113.69392930060621
22.39,57.02124930148872
34.27,76.22728393949328
44.04,104.9078385795082
38.6,88.96368352242564
38.27,89.3420507296518
13.11,28.50134357727877
37.94,89.74026049406301
0.32,2.199694120361062
18.84,38.97421671885079
33.75,72.2046773587244
26.44,55.824326200255776
39.1,89.08589853947038
19.53,37.542717583462505
40.71,88.60940182650864
3.59,7.85811438860993
47.36,103.91867797937805
35.660000000000004,85.18779631442445
1.86,8.443566165678165
15.97,42.63604738765845
12.370000000000001,23.73241227622341
13.31,28.667941148421228
33.69,72.81509270043095
40.04,87.91114093591483
17.72,37.82128802463349
49.46,115.62276014495849
7.91,22.05484881399941
47.480000000000004,104.76469188630857
11.23,21.89550250810238
38.43,88.26549330907051
38.67,86.39333008021362
26.28,56.385245807271744
30.68,74.52071856596612
1.22,7.3875345553922225
13.08,25.757436842961525
43.29,103.36139404821796
8.27,23.8346726004638
3.5500000000000003,9.193007681527309
47.28,102.7650721628062
28.87,67.09369447712128
17.6,39.18712488041399
19.66,40.133465728965234
38.38,88.75462884675476
27.2,59.18244204737007
47.64,105.53985970634234
25.68,55.23809766606727
31.330000000000002,71.91742257671022
35.050000000000004,81.46929751734798
14.68,36.14231185586478
0.61,3.88272945780929
36.69,88.07651642565507
4.53,4.837078158192754
11.19,23.575757294375514
33.32,71.42497237748584
30.490000000000002,73.48700305744423
20.72,47.058556905222346
30.77,74.86567064383787
43.910000000000004,106.66206187309768
21.51,52.64364218819736
48.63,111.47156576792662
46.19,104.4810897531908
21.42,52.271571143662335
3.44,7.837387912667789
38.49,89.04300908256761
40.44,86.8589284215931
28.37,69.5712384895568
33.57,72.71559720974918
31.52,73.03335003431071
25.38,56.54318333029793
3.94,6.299534656561362
22.88,57.060900208234216
1.45,7.094618915496733
48.45,110.4050014602937
30.48,75.59812872032484
33.68,71.166496581417
8.790000000000001,26.554639952159107
6.37,11.21909074332951
20.68,44.075962334328395
0.39,1.6067826827868994
9.4,26.17356875568655
19.76,40.065761914057546
44.43,106.17452031632007
29.18,72.35119303509254
30.05,72.80962823923971
19.07,39.96957493061713
40.92,90.63481719998934
45.49,102.99530071465082
1.67,9.042287008273217
18.5,39.71059024539598
45.04,105.01070763101987
25.29,53.20030372138007
49.93,118.36215757482981
13.99,31.970777954769133
31.64,72.2802722272116
5.65,9.669614696659506
35.68,85.18027844666815
47.730000000000004,104.58759018656498
12.13,23.046024132488743
17.95,40.392437165127355
1.18,5.914920002020756
34.43,75.813528743732
42.29,97.68391121104214
30.91,72.91790686280048
20.23,41.731199704637945
22.240000000000002,58.530638442380855
9.13,25.598622374720755
5.66,7.680896764526151
15.71,40.80903073978932
29.01,70.86227868637398
46.61,103.13002155464646
11.200000000000001,23.80379567593358
6.36,12.708244726246585
47.230000000000004,102.41685062586477
14.73,38.44394129543412
6.24,13.446292179133001
16.240000000000002,43.41452801709634
17.580000000000002,40.08012493433746
41.33,92.77361448376311
3.22,7.723092141335408
14.700000000000001,38.031507346118765
36.77,89.65548102859398
5.1000000000000005,6.117150405894357
