id,x,z0,z1,z2,z3
3,0.0,0.0,0.0,-0.0,0.2738158969715883
3,0.1001001001001001,-0.10262837217564104,0.0015946698515265725,0.05283198990597713,-0.4873018924476254
3,0.2002002002002002,-0.22320645415132734,0.0063778699358779094,-0.19812381486216699,-0.844928977541105
2,0.3003003003003003,-0.4849547386861962,0.014347172150540204,0.12645095181734736,-0.3579056204568229
2,0.4004004004004004,0.3505139993925326,0.02549853068512396,0.4394442591860988,0.6021128435167611
0,0.5005005005005005,0.6562006394709956,0.03982628356169922,-0.0026713597184944184,1.9361677858903064
0,0.6006006006006006,0.06210930594512835,0.05732315479053519,-0.3004631361293021,2.413680031261059
0,0.7007007007007008,-0.10476796066158564,0.0779802571405145,0.02595565003263029,1.1880750556708284
2,0.8008008008008008,-0.42296944967883865,0.1017870955232846,-0.3690032805030018,1.4084574748904102
1,0.9009009009009008,-0.13824599153545308,0.12873157099000115,-0.2941400193776997,0.6438067774892864
2,1.001001001001001,-0.1811494768340177,0.15879998533931014,0.03176352429424921,0.9081887269068974
3,1.1011011011011012,-0.7689113274014591,0.1919770463350098,0.029511667249984486,2.9229643757225983
0,1.2012012012012012,0.30538089302720817,0.2282458735316255,-0.6716635289589948,0.17839521030692462
0,1.3013013013013013,-2.2061684109596094,0.2675880047059259,-0.3881437866526963,-0.6602093234281359
0,1.4014014014014016,-0.7979738688389006,0.3099834028922033,0.9198407599132629,2.146069690004094
1,1.5015015015015016,1.5802291190098658,0.3554104640189353,-0.3574574507283189,1.3829454858617394
0,1.6016016016016017,-0.6626092500299743,0.4038460251442437,-0.24388560644522736,3.3655579958351733
3,1.7017017017017018,0.8968928762876169,0.45526537328736,0.4551133742033998,3.002943237494684
0,1.8018018018018016,2.28394048789544,0.5096422548531084,-0.2454335191809327,2.286324667567389
1,1.901901901901902,-3.0382510637432256,0.566948885646213,-0.2429031818482565,2.138369385414686
3,2.002002002002002,-1.4262664028854397,0.6271559614720374,1.9892518102910048,0.2049699097737192
1,2.1021021021021022,-2.7639490493906216,0.6902326693201659,0.1153743550285106,1.0889300867878184
2,2.2022022022022023,1.347751516243907,0.7561466991270367,0.7609726206206793,0.7394786585359294
3,2.3023023023023024,-1.6221155217733367,0.8248642561136404,0.4909771173150661,2.406943805980643
3,2.4024024024024024,-0.1589004549635613,0.8963500736941046,-1.1531500090183524,0.3943270949625712
2,2.5025025025025025,1.383766355865208,0.9705674269507856,1.324024939928031,2.5919025776996794
3,2.6026026026026026,1.0738773842155769,1.0474781466713028,1.1045528059271117,3.350187009834928
3,2.702702702702703,-3.79014954136285,1.1270426339427535,-0.3135607298116548,1.69295219228057
0,2.8028028028028036,3.6604094001596463,1.2092198752981578,-3.357514807416069,1.8089392902475616
1,2.9029029029029036,9.130869452388657,1.2939674584100007,0.5662525765121988,3.8771490612477866
3,3.0030030030030037,0.8954606629543629,1.3812415883255411,-0.12118118573253972,3.4309399358045467
3,3.1031031031031038,1.9182524114724868,1.4709971042383845,2.6557638761826245,3.7457984614670217
1,3.2032032032032034,3.2688821301962565,1.5631874967906187,-1.9765016756974745,3.062906519834492
0,3.3033033033033035,3.012272606194399,1.657764925899652,3.0684251637228734,2.19839583570038
1,3.4034034034034035,-3.054821965412997,1.754680239103686,-0.4176791062360469,3.6825783820415197
2,3.503503503503504,5.143493841081017,1.853882990419604,0.8320535779512886,5.182634458987749
0,3.603603603603604,5.6291811985971965,1.9553214597068616,-4.828481734451026,3.4016522606951898
3,3.703703703703704,2.1765618513409635,2.0589426725308053,-0.4760460737953978,3.182463443964516
0,3.803803803803804,-2.8221338066247945,2.1646924205186613,-1.2292682598470352,2.6478522771447595
1,3.903903903903904,2.3418543871903794,2.2725152822012795,-2.032797716220794,5.467575595192017
2,4.004004004004004,2.8778874801768115,2.382354644333549,-3.284997723266053,3.0213882126064484
0,4.1041041041041035,-0.3308586099216151,2.4941527236862133,-0.8487495061823923,2.11524933150142
1,4.2042042042042045,0.024140354046279008,2.6078505893017003,1.024274765401053,3.4335591199941
3,4.3043043043043046,-0.3861990102247144,2.7233881852063666,-0.0011902972733812823,4.797992901711654
3,4.4044044044044055,1.4830805689597726,2.8407043535714336,-0.6069318949275649,4.087993125602488
0,4.504504504504505,-0.7768704276591905,2.959736858314728,0.02824519550715468,6.671335246944237
2,4.604604604604606,5.472987585797993,3.0804224091351844,-0.26925454253635983,4.0306495522296455
1,4.704704704704705,-3.5115613598125397,3.2026966859719157,1.0695013647414406,4.691648691339621
1,4.804804804804805,3.416562840246512,3.326494363879524,0.12648590646936358,4.791256249724767
0,4.904904904904906,-1.015051042410727,3.4517491383111443,2.3270963457461926,6.206720050441204
0,5.005005005005005,8.742959761064727,3.578393750800628,-8.418095009137902,4.760255748646662
3,5.105105105105106,10.627696319122363,3.7063600150350737,-0.12280647811989095,4.885603392324622
1,5.205205205205205,6.359325445158055,3.8355788433088147,-3.291043634966162,6.723102075797738
0,5.305305305305304,5.678031875190767,3.9659802733498255,-2.1127336798782816,4.657689705766869
3,5.405405405405406,2.3383163078774696,4.097493495509384,-4.9544926381039165,6.46499177096414
2,5.505505505505506,12.14288346093034,4.23004688030568,1.8966180688244505,7.371660325283339
0,5.605605605605607,5.669923342535707,4.363568006311982,0.7369304289655967,6.322060795074522
2,5.7057057057057055,-0.6648013927287328,4.497983688379777,2.70002752556738,4.747164084138627
